STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,,VALUE_ADDED_SOURCE_AREA,,VALUE_ADDED_SOURCE_ACTIVITY,,FINAL_DEMAND_AREA,,FINAL_DEMAND_ACTIVITY,,UNIT_MEASURE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,UNIT_MULT,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,WXD,,_T,,USD,,A,,2022,,142.416,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,TUN,,_T,,USD,,A,,2022,,2.179,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,IND,,_T,,USD,,A,,2022,,2.252,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,CHE,,_T,,USD,,A,,2022,,6.984,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,GRC,,_T,,USD,,A,,2022,,15.431,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,NGA,,_T,,USD,,A,,2022,,1.136,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,CHL,,_T,,USD,,A,,2022,,2.792,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,ZAF,,_T,,USD,,A,,2022,,1.898,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,MEX,,_T,,USD,,A,,2022,,10.387,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,JPN,,_T,,USD,,A,,2022,,3.716,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,COL,,_T,,USD,,A,,2022,,0.542,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,MLT,,_T,,USD,,A,,2022,,0.437,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,ESP,,_T,,USD,,A,,2022,,8.593,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,ARE,,_T,,USD,,A,,2022,,5.012,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,HRV,,_T,,USD,,A,,2022,,14.08,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,ITA,,_T,,USD,,A,,2022,,17.245,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,ARG,,_T,,USD,,A,,2022,,1.166,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,TUN,,_T,,USD,,A,,2022,,23.341,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,HKG,,_T,,USD,,A,,2022,,0.892,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,HUN,,_T,,USD,,A,,2022,,45.533,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,POL,,_T,,USD,,A,,2022,,9.629,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,AGO,,_T,,USD,,A,,2022,,0.083,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,TUN,,_T,,USD,,A,,2022,,0.609,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,FRA,,_T,,USD,,A,,2022,,61.54,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,EGY,,_T,,USD,,A,,2022,,2.434,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,PER,,_T,,USD,,A,,2022,,0.157,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,NZL,,_T,,USD,,A,,2022,,1.508,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,AUT,,_T,,USD,,A,,2022,,27.781,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,SVN,,_T,,USD,,A,,2022,,4.965,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,BEL,,_T,,USD,,A,,2022,,69.315,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,NGA,,_T,,USD,,A,,2022,,0.833,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,BEL,,_T,,USD,,A,,2022,,109.245,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,PHL,,_T,,USD,,A,,2022,,0.921,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,MAR,,_T,,USD,,A,,2022,,1.58,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,CHL,,_T,,USD,,A,,2022,,0.75,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,EST,,_T,,USD,,A,,2022,,4.514,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,LTU,,_T,,USD,,A,,2022,,4.816,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,BEL,,_T,,USD,,A,,2022,,8.193,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,IRL,,_T,,USD,,A,,2022,,1.348,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,BGR,,_T,,USD,,A,,2022,,6.758,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,NLD,,_T,,USD,,A,,2022,,7.525,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,KAZ,,_T,,USD,,A,,2022,,3.691,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,TWN,,_T,,USD,,A,,2022,,2.578,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,SWE,,_T,,USD,,A,,2022,,96.263,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,KHM,,_T,,USD,,A,,2022,,0.149,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,EGY,,_T,,USD,,A,,2022,,1.871,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,KOR,,_T,,USD,,A,,2022,,5.517,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,EST,,_T,,USD,,A,,2022,,3.631,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,GBR,,_T,,USD,,A,,2022,,418.677,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,PER,,_T,,USD,,A,,2022,,0.883,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,TUN,,_T,,USD,,A,,2022,,1.194,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,VNM,,_T,,USD,,A,,2022,,0.67,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,SVK,,_T,,USD,,A,,2022,,1903.315,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,SVN,,_T,,USD,,A,,2022,,24.854,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,ARG,,_T,,USD,,A,,2022,,10.436,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,CYP,,_T,,USD,,A,,2022,,1.366,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,UKR,,_T,,USD,,A,,2022,,4.518,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,GBR,,_T,,USD,,A,,2022,,74.121,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,AUS,,_T,,USD,,A,,2022,,3.651,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,MYS,,_T,,USD,,A,,2022,,3.608,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,DEU,,_T,,USD,,A,,2022,,57.186,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,MYS,,_T,,USD,,A,,2022,,0.502,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,LAO,,_T,,USD,,A,,2022,,0.06,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,AUS,,_T,,USD,,A,,2022,,9.689,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,IDN,,_T,,USD,,A,,2022,,1.5,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,EST,,_T,,USD,,A,,2022,,8.002,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,IND,,_T,,USD,,A,,2022,,10.281,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,ARG,,_T,,USD,,A,,2022,,5.282,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,ITA,,_T,,USD,,A,,2022,,387.394,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,ITA,,_T,,USD,,A,,2022,,186.695,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,CHL,,_T,,USD,,A,,2022,,5.945,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,LAO,,_T,,USD,,A,,2022,,0.26,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,EST,,_T,,USD,,A,,2022,,1.3,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,HKG,,_T,,USD,,A,,2022,,0.538,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,RUS,,_T,,USD,,A,,2022,,162.494,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,CHL,,_T,,USD,,A,,2022,,0.523,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,JPN,,_T,,USD,,A,,2022,,8.587,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,WXD,,_T,,USD,,A,,2022,,6.5,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,SWE,,_T,,USD,,A,,2022,,12.472,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,NOR,,_T,,USD,,A,,2022,,43.356,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,SGP,,_T,,USD,,A,,2022,,0.343,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,DNK,,_T,,USD,,A,,2022,,28.56,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,KHM,,_T,,USD,,A,,2022,,0.764,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,AUT,,_T,,USD,,A,,2022,,12.859,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,SAU,,_T,,USD,,A,,2022,,6.967,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,COL,,_T,,USD,,A,,2022,,1.274,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,THA,,_T,,USD,,A,,2022,,0.538,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,CHN,,_T,,USD,,A,,2022,,54.32,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,ESP,,_T,,USD,,A,,2022,,82.373,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,ISL,,_T,,USD,,A,,2022,,0.173,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,HRV,,_T,,USD,,A,,2022,,19.434,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,NOR,,_T,,USD,,A,,2022,,11.286,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,PAK,,_T,,USD,,A,,2022,,0.391,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,MYS,,_T,,USD,,A,,2022,,5.158,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,MYS,,_T,,USD,,A,,2022,,7.34,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,IND,,_T,,USD,,A,,2022,,1.296,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,BGD,,_T,,USD,,A,,2022,,1.977,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,AGO,,_T,,USD,,A,,2022,,0.075,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,ARG,,_T,,USD,,A,,2022,,0.624,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,MYS,,_T,,USD,,A,,2022,,1.726,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,HUN,,_T,,USD,,A,,2022,,203.945,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,NZL,,_T,,USD,,A,,2022,,1.103,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,IND,,_T,,USD,,A,,2022,,22.007,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,MEX,,_T,,USD,,A,,2022,,1.308,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,AUS,,_T,,USD,,A,,2022,,29.969,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,MEX,,_T,,USD,,A,,2022,,3.636,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,GBR,,_T,,USD,,A,,2022,,132.584,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,PAK,,_T,,USD,,A,,2022,,0.301,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,HRV,,_T,,USD,,A,,2022,,26.697,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,COL,,_T,,USD,,A,,2022,,2.275,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,BRN,,_T,,USD,,A,,2022,,0.089,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,LTU,,_T,,USD,,A,,2022,,1.254,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,MAR,,_T,,USD,,A,,2022,,1.356,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,AUT,,_T,,USD,,A,,2022,,45.857,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,KAZ,,_T,,USD,,A,,2022,,0.615,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,ITA,,_T,,USD,,A,,2022,,6.087,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,CHL,,_T,,USD,,A,,2022,,0.147,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,MMR,,_T,,USD,,A,,2022,,0.394,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,DNK,,_T,,USD,,A,,2022,,5.922,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,ITA,,_T,,USD,,A,,2022,,24.644,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,JPN,,_T,,USD,,A,,2022,,16.518,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,BLR,,_T,,USD,,A,,2022,,0.794,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,VNM,,_T,,USD,,A,,2022,,9.991,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,LAO,,_T,,USD,,A,,2022,,0.442,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,AUS,,_T,,USD,,A,,2022,,0.626,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,CIV,,_T,,USD,,A,,2022,,0.09,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,VNM,,_T,,USD,,A,,2022,,2.037,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,RUS,,_T,,USD,,A,,2022,,9.444,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,NZL,,_T,,USD,,A,,2022,,0.603,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,ARG,,_T,,USD,,A,,2022,,0.181,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,HRV,,_T,,USD,,A,,2022,,10.62,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,JPN,,_T,,USD,,A,,2022,,1.628,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,CHN,,_T,,USD,,A,,2022,,154.946,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,ITA,,_T,,USD,,A,,2022,,43.176,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,ZAF,,_T,,USD,,A,,2022,,11.069,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,MLT,,_T,,USD,,A,,2022,,0.215,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,HUN,,_T,,USD,,A,,2022,,15.985,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,AUT,,_T,,USD,,A,,2022,,250.992,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,CHN,,_T,,USD,,A,,2022,,241.543,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,WXD,,_T,,USD,,A,,2022,,39.893,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,SVN,,_T,,USD,,A,,2022,,5.606,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,FIN,,_T,,USD,,A,,2022,,4.714,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,DNK,,_T,,USD,,A,,2022,,18.388,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,CHL,,_T,,USD,,A,,2022,,1.193,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,MEX,,_T,,USD,,A,,2022,,24.441,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,EGY,,_T,,USD,,A,,2022,,6.109,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,IND,,_T,,USD,,A,,2022,,4.625,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,BGR,,_T,,USD,,A,,2022,,40.328,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,NLD,,_T,,USD,,A,,2022,,11.535,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,CIV,,_T,,USD,,A,,2022,,0.734,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,ISL,,_T,,USD,,A,,2022,,0.767,,6,
